TYPE,WDPAID,WDPA_PID,PA_DEF,NAME,ORIG_NAME,DESIG,DESIG_ENG,DESIG_TYPE,IUCN_CAT,INT_CRIT,MARINE,REP_M_AREA,GIS_M_AREA,REP_AREA,GIS_AREA,NO_TAKE,NO_TK_AREA,STATUS,STATUS_YR,GOV_TYPE,OWN_TYPE,MANG_AUTH,MANG_PLAN,VERIF,METADATAID,SUB_LOC,PARENT_ISO3,ISO3,SUPP_INFO,CONS_OBJ
Polygon,372984,372984,1,Paulding Forest,Paulding Forest,Wildlife Management Area,Wildlife Management Area,National,V,Not Applicable,0,0,0,101.595023835413,101.595021488729,Not Applicable,0,Designated,0,Sub-national ministry or agency,Individual landowners,State Department of Natural Resources,Not Reported,State Verified,1848,US-GA,USA,USA,Not Applicable,Not Applicable
Polygon,372988,372988,1,Paulks Pasture,Paulks Pasture,Wildlife Management Area,Wildlife Management Area,National,V,Not Applicable,0,0,0,63.018284256793,63.0182842626323,Not Applicable,0,Designated,0,Sub-national ministry or agency,Individual landowners,State Department of Natural Resources,Not Reported,State Verified,1848,US-GA,USA,USA,Not Applicable,Not Applicable
Polygon,372998,372998,1,Pawnee Prairie,Pawnee Prairie,Wildlife Management Area,Wildlife Management Area,National,V,Not Applicable,0,0,0,4.52868324936223,4.52868323436766,Not Applicable,0,Designated,1964,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-NE,USA,USA,Not Applicable,Not Applicable
Polygon,373017,373017,1,Pearl Peak,Pearl Peak,Research Natural Area,Research Natural Area,National,Ia,Not Applicable,0,0,0,2.69425825453005,2.69425827781395,Not Applicable,0,Designated,1998,Federal or national ministry or agency,State,Forest Service,Not Reported,State Verified,1848,US-NV,USA,USA,Not Applicable,Not Applicable
Polygon,373026,373026,1,Peat Bog,Peat Bog,State Wildlife Management Area,State Wildlife Management Area,National,V,Not Applicable,0,0,0,0.623628488294166,0.623625757512717,Not Applicable,0,Designated,0,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-MN,USA,USA,Not Applicable,Not Applicable
Polygon,373034,373034,1,Pecos,Pecos,Wilderness,Wilderness,National,Ib,Not Applicable,0,0,0,897.690665382741,897.690698143445,Not Applicable,0,Designated,1955,Federal or national ministry or agency,State,Forest Service,Not Reported,State Verified,1848,US-NM,USA,USA,Not Applicable,Not Applicable
Polygon,373035,373035,1,"Pecos, New Mexico","Pecos, New Mexico",Wild and Scenic River,Wild and Scenic River,National,V,Not Applicable,0,0,0,27.6122708712283,27.612259356926,Not Applicable,0,Designated,1990,Federal or national ministry or agency,State,Forest Service,Not Reported,State Verified,1848,US-NM,USA,USA,Not Applicable,Not Applicable
Polygon,373095,373095,1,Perry,Perry,Wildlife Management Area,Wildlife Management Area,National,V,Not Applicable,0,0,0,0.0792668406347071,0.0792668324281597,Not Applicable,0,Designated,0,Sub-national ministry or agency,State,State Department of Natural Resources,Not Reported,State Verified,1848,US-IA,USA,USA,Not Applicable,Not Applicable
Polygon,11112029,11112029,1,Pass Creeks Fee,Pass Creeks Fee,Private Conservation Land,Private Conservation Land,National,V,Not Applicable,0,0,0,0.00500506949813774,0.00500503506136496,Not Applicable,0,Designated,1993,Non-profit organisations,Non-profit organisations,Non-Governmental Organization,Not Reported,State Verified,1848,US-WY,USA,USA,Not Applicable,Not Applicable
Polygon,373047,373047,1,Pelican Creek,Pelican Creek,State Wildlife Management Area,State Wildlife Management Area,National,V,Not Applicable,0,0,0,1.44502956260554,1.44503589433967,Not Applicable,0,Designated,0,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-MN,USA,USA,Not Applicable,Not Applicable
Polygon,373048,373048,1,Pelican Island,Pelican Island,Natural Area,Natural Area,National,V,Not Applicable,0,0,0,7.67549721146077,7.67549790843543,Not Applicable,0,Designated,1983,Not Reported,State,"Unknown ; Other or Unknown State Land",Not Reported,State Verified,1848,US-MO,USA,USA,Not Applicable,Not Applicable
Polygon,373056,373056,1,Pembina,Pembina,State Wildlife Management Area,State Wildlife Management Area,National,V,Not Applicable,0,0,0,25.6936733005025,25.6937074390037,Not Applicable,0,Designated,0,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-MN,USA,USA,Not Applicable,Not Applicable
Polygon,373057,373057,1,Crookston State Scientific and,Crookston State Scientific and,Natural Area,Natural Area,National,V,Not Applicable,0,0,0,2.13956527881303,2.13955545839111,Not Applicable,0,Designated,0,Sub-national ministry or agency,State,State Department of Natural Resources,Not Reported,State Verified,1848,US-MN,USA,USA,Not Applicable,Not Applicable
Polygon,373119,373119,1,Petit Jean,Petit Jean,State Wildlife Management Area,State Wildlife Management Area,National,V,Not Applicable,0,0,0,61.3302365005581,61.3302327418366,Not Applicable,0,Designated,0,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-AR,USA,USA,Not Applicable,Not Applicable
Polygon,373072,373072,1,Donnell Pond - Downeast Rivers Land Trust,Donnell Pond - Downeast Rivers Land Trust,Pond,Pond,National,V,Not Applicable,0,0,0,0.229653891229074,0.229653233597011,Not Applicable,0,Designated,2003,Non-profit organisations,Non-profit organisations,Non-Governmental Organization,Not Reported,State Verified,1848,US-ME,USA,USA,Not Applicable,Not Applicable
Polygon,373078,373078,1,Pepperwood Ranch,Pepperwood Ranch,Natural Preserve,Natural Preserve,National,V,Not Applicable,0,0,0,12.324591967277,12.3245919897772,Not Applicable,0,Designated,0,Non-profit organisations,Non-profit organisations,Non-Governmental Organization,Not Reported,State Verified,1848,US-CA,USA,USA,Not Applicable,Not Applicable
Polygon,373082,373082,1,Perch Creek,Perch Creek,State Wildlife Management Area,State Wildlife Management Area,National,V,Not Applicable,0,0,0,1.98479843981538,1.98479615998018,Not Applicable,0,Designated,0,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-MN,USA,USA,Not Applicable,Not Applicable
Polygon,11116109,11116109,1,Pearson,Pearson,Private Conservation,Private Conservation,National,V,Not Applicable,0,0,0,0.0499795639866835,0.0499788873424647,Not Applicable,0,Designated,0,Non-profit organisations,Non-profit organisations,Non-Governmental Organization,Not Reported,State Verified,1848,US-CA,USA,USA,Not Applicable,Not Applicable
Polygon,373083,373083,1,Perch Lake,Perch Lake,State Wildlife Management Area,State Wildlife Management Area,National,V,Not Applicable,0,0,0,1.02036554050132,1.02035833509601,Not Applicable,0,Designated,0,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-MN,USA,USA,Not Applicable,Not Applicable
Polygon,373088,373088,1,Perham Bog,Perham Bog,Preserve,Preserve,National,V,Not Applicable,0,0,0,0.799288423919032,0.799288464309709,Not Applicable,0,Designated,1988,Non-profit organisations,Non-profit organisations,Non-Governmental Organization,Not Reported,State Verified,1848,US-ME,USA,USA,Not Applicable,Not Applicable
Polygon,55553429,55553429,1,Fain Marsh,Fain Marsh,Private Conservation,Private Conservation,National,V,Not Applicable,0,0,0,0.0032751982675422,0.00327520004462644,Not Applicable,0,Designated,0,Non-profit organisations,Non-profit organisations,Non-Governmental Organization,Not Reported,State Verified,1848,US-RI,USA,USA,Not Applicable,Not Applicable
Polygon,373097,373097,1,Perry County,Perry County,Wildlife Habitat Area,Wildlife Habitat Area,National,V,Not Applicable,0,0,0,1.07230500220657,1.07230345116911,Not Applicable,0,Designated,0,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-IN,USA,USA,Not Applicable,Not Applicable
Polygon,373101,373101,1,Perryman,Perryman,Park,Park,National,III,Not Applicable,0,0,0,0.367761441641283,0.367764432254871,Not Applicable,0,Designated,2002,Sub-national ministry or agency,State,Other or Unknown Local Government,Not Reported,State Verified,1848,US-MD,USA,USA,Not Applicable,Not Applicable
Polygon,373103,373103,1,Persen,Persen,State Wildlife Management Area,State Wildlife Management Area,National,V,Not Applicable,0,0,0,0.919637931764227,0.919632758695352,Not Applicable,0,Designated,0,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-MN,USA,USA,Not Applicable,Not Applicable
Polygon,373104,373104,1,Pershing,Pershing,Wildlife Area,Wildlife Area,National,V,Not Applicable,0,0,0,32.0489229443095,32.0488491543302,Not Applicable,0,Designated,0,Sub-national ministry or agency,State,"State Department of Natural Resources ; Private",Not Reported,State Verified,1848,US-WI,USA,USA,Not Applicable,Not Applicable
Polygon,373108,373108,1,Petaluma Marsh,Petaluma Marsh,Wildlife Area,Wildlife Area,National,V,Not Applicable,0,0,0.0384645469904407,17.8881007267393,17.8881006777729,Not Applicable,0,Designated,1979,Sub-national ministry or agency,State,"Other or Unknown State Land ; State Fish and Wildlife",Not Reported,State Verified,1848,US-CA,USA,USA,Not Applicable,Not Applicable
Polygon,373110,373110,1,Peters,Peters,State Wildlife Management Area,State Wildlife Management Area,National,V,Not Applicable,0,0,0,0.293716067726419,0.293716559036783,Not Applicable,0,Designated,0,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-MN,USA,USA,Not Applicable,Not Applicable
Polygon,373111,373111,1,Peters Creek,Peters Creek,Heritage Preserve,Heritage Preserve,National,III,Not Applicable,0,0,0,0.645072570940089,0.645074954429833,Not Applicable,0,Designated,0,Sub-national ministry or agency,State,State Department of Natural Resources,Not Reported,State Verified,1848,US-SC,USA,USA,Not Applicable,Not Applicable
Polygon,11112030,11112030,1,Slr Horse Creek Macrosite Fee,Slr Horse Creek Macrosite Fee,Private Conservation Land,Private Conservation Land,National,V,Not Applicable,0,0,0,0.00394657130379824,0.00394657097075988,Not Applicable,0,Designated,1997,Non-profit organisations,Non-profit organisations,Non-Governmental Organization,Not Reported,State Verified,1848,US-WY,USA,USA,Not Applicable,Not Applicable
Polygon,373115,373115,1,Petersen,Petersen,Wildlife Management Area,Wildlife Management Area,National,V,Not Applicable,0,0,0,10.9541356931546,10.9542107260999,Not Applicable,0,Designated,1942,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-NE,USA,USA,Not Applicable,Not Applicable
Polygon,373121,373121,1,Round,Round,Lake,Lake,National,V,Not Applicable,0,0,0,0.226220973788777,0.22622097709578,Not Applicable,0,Designated,1980,Non-profit organisations,Non-profit organisations,Non-Governmental Organization,Not Reported,State Verified,1848,US-MI,USA,USA,Not Applicable,Not Applicable
Polygon,373122,373122,1,Petrified Forest National Wilderness Area Area,Petrified Forest National Wilderness Area Area,Wilderness Area,Wilderness Area,National,Ib,Not Applicable,0,0,0,212.775783408035,212.775870255274,Not Applicable,0,Designated,1970,Federal or national ministry or agency,State,National Park Service,Not Reported,State Verified,1848,US-AZ,USA,USA,Not Applicable,Not Applicable
Polygon,373123,373123,1,Petroglyph,Petroglyph,National Monument,National Monument,National,V,Not Applicable,0,0,0,37.214136890745,37.2141217140534,Not Applicable,0,Designated,1990,Sub-national ministry or agency,State,"National Park Service ; City Land",Not Reported,State Verified,1848,US-NM,USA,USA,Not Applicable,Not Applicable
Polygon,373142,373142,1,Phelps Cabin,Phelps Cabin,Research Natural Area,Research Natural Area,National,Ia,Not Applicable,0,0,0,1.25844946303943,1.25844789723435,Not Applicable,0,Designated,1970,Federal or national ministry or agency,State,Forest Service,Not Reported,State Verified,1848,US-AZ,USA,USA,Not Applicable,Not Applicable
Polygon,373322,373322,1,Plummer Point,Plummer Point,Preserve,Preserve,National,V,Not Applicable,0,0,0.00198372785467653,0.290567601640521,0.290567597492244,Not Applicable,0,Designated,1963,Non-profit organisations,Non-profit organisations,Non-Governmental Organization,Not Reported,State Verified,1848,US-ME,USA,USA,Not Applicable,Not Applicable
Polygon,373130,373130,1,Peytonia Slough State Marine Park,Peytonia Slough State Marine Park,Marine Protected Area,Marine Protected Area,National,V,Not Applicable,0,0,0.000899140738541056,2.12187385315309,2.12187385335425,None,0,Designated,1976,Sub-national ministry or agency,State,State Fish and Wildlife,MPA Programmatic Management Plan,State Verified,1848,US-CA,USA,USA,Not Applicable,Not Applicable
Polygon,373182,373182,1,Pickle Springs,Pickle Springs,Natural Area,Natural Area,National,V,Not Applicable,0,0,0,1.05733579969029,1.05733580676901,Not Applicable,0,Designated,1986,Not Reported,State,Unknown,Not Reported,State Verified,1848,US-MO,USA,USA,Not Applicable,Not Applicable
Polygon,373134,373134,1,Pheasant Habitat Leases,Pheasant Habitat Leases,State Habitat Area,State Habitat Area,National,V,Not Applicable,0,0,0,0.522902097560949,0.522901857055644,Not Applicable,0,Designated,0,Sub-national ministry or agency,Individual landowners,State Fish and Wildlife,Not Reported,State Verified,1848,US-CO,USA,USA,Not Applicable,Not Applicable
Polygon,373141,373141,1,Phelan,Phelan,State Wildlife Management Area,State Wildlife Management Area,National,V,Not Applicable,0,0,0,0.280097151774588,0.280097148605186,Not Applicable,0,Designated,0,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-MN,USA,USA,Not Applicable,Not Applicable
Polygon,5555730,5555730,1,Amagansett National Wildlife Refuge,Amagansett National Wildlife Refuge,Marine Protected Area,Marine Protected Area,National,IV,Not Applicable,0,0,0,0.163032906236448,0.163032855653266,Part,0,Designated,1968,Federal or national ministry or agency,State,U.S. Fish and Wildlife Service,Non-MPA Programmatic Species Management Plan,State Verified,1848,US-NY,USA,USA,Not Applicable,Not Applicable
Polygon,373157,373157,1,Phinizy Swamp,Phinizy Swamp,Wildlife Management Area,Wildlife Management Area,National,V,Not Applicable,0,0,0,6.46011563163274,6.46011563669837,Not Applicable,0,Designated,0,Sub-national ministry or agency,State,State Department of Natural Resources,Not Reported,State Verified,1848,US-GA,USA,USA,Not Applicable,Not Applicable
Polygon,373193,373193,1,Pike Bay,Pike Bay,State Wildlife Management Area,State Wildlife Management Area,National,V,Not Applicable,0,0,0,0.179788410587343,0.179789411159164,Not Applicable,0,Designated,0,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-MN,USA,USA,Not Applicable,Not Applicable
Polygon,373201,373201,1,Pilot Knob,Pilot Knob,National Wildlife Refuge,National Wildlife Refuge,National,IV,Not Applicable,0,0,0,0.388841616845015,0.388842350583244,Not Applicable,0,Designated,1987,Federal or national ministry or agency,State,U.S. Fish and Wildlife Service,Not Reported,State Verified,1848,US-MO,USA,USA,Not Applicable,Not Applicable
Polygon,373158,373158,1,Phipps Bend,Phipps Bend,Wildlife Refuge,Wildlife Refuge,National,V,Not Applicable,0,0,0,1.62779577575849,1.62779185752809,Not Applicable,0,Designated,0,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-TN,USA,USA,Not Applicable,Not Applicable
Polygon,373204,373204,1,Pine Butte Swamp Macrosite Fee,Pine Butte Swamp Macrosite Fee,Private Conservation Land,Private Conservation Land,National,V,Not Applicable,0,0,0,39.3411305789566,39.3411586962236,Not Applicable,0,Designated,1978,Non-profit organisations,Non-profit organisations,Non-Governmental Organization,Not Reported,State Verified,1848,US-MT,USA,USA,Not Applicable,Not Applicable
Polygon,373206,373206,1,Pine Creek,Pine Creek,Wilderness,Wilderness,National,Ib,Not Applicable,0,0,0,53.6683156055509,53.6683561621777,Not Applicable,0,Designated,1984,Federal or national ministry or agency,State,Forest Service,Not Reported,State Verified,1848,US-CA,USA,USA,Not Applicable,Not Applicable
Polygon,373209,373209,1,Pine Creek,Pine Creek,Wildlife Management Area,Wildlife Management Area,National,V,Not Applicable,0,0,0,35.0867720378232,35.0867747977901,Not Applicable,0,Designated,0,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-OK,USA,USA,Not Applicable,Not Applicable
Polygon,5555731,5555731,1,Aroostook,Aroostook,National Wildlife Refuge,National Wildlife Refuge,National,IV,Not Applicable,0,0,0,21.2649873037219,21.2649901527608,Not Applicable,0,Designated,1998,Federal or national ministry or agency,State,U.S. Fish and Wildlife Service,Not Reported,State Verified,1848,US-ME,USA,USA,Not Applicable,Not Applicable
Polygon,5555735,5555735,1,Canaan Valley,Canaan Valley,National Wildlife Refuge,National Wildlife Refuge,National,IV,Not Applicable,0,0,0,68.7491490366112,68.7491584617492,Not Applicable,0,Designated,0,Federal or national ministry or agency,State,U.S. Fish and Wildlife Service,Not Reported,State Verified,1848,US-WV,USA,USA,Not Applicable,Not Applicable
Polygon,5555736,5555736,1,Cape May National Wildlife Refuge,Cape May National Wildlife Refuge,Marine Protected Area,Marine Protected Area,National,IV,Not Applicable,0,0,0.975531863753712,48.999351381191,48.9994014783079,None,0,Designated,1989,Federal or national ministry or agency,State,"U.S. Fish and Wildlife Service ; Non-Governmental Organization ; Private",Site-Specific Management Plan,State Verified,1848,US-NJ,USA,USA,Not Applicable,Not Applicable
Polygon,373160,373160,1,Phoebe Meadows,Phoebe Meadows,Research Natural Area,Research Natural Area,National,Ia,Not Applicable,0,0,0,4.99272037954564,4.99272045088713,Not Applicable,0,Designated,1996,Federal or national ministry or agency,State,Forest Service,Not Reported,State Verified,1848,US-ID,USA,USA,Not Applicable,Not Applicable
Polygon,373164,373164,1,Picacho Peak,Picacho Peak,Wilderness Area,Wilderness Area,National,Ib,Not Applicable,0,0,0,35.7796167524178,35.7796328301512,Not Applicable,0,Designated,1994,Federal or national ministry or agency,State,Bureau of Land Management,Not Reported,State Verified,1848,US-CA,USA,USA,Not Applicable,Not Applicable
Polygon,373223,373223,1,Pine Log,Pine Log,Wildlife Management Area,Wildlife Management Area,National,V,Not Applicable,0,0,0,56.1726456649939,56.1726148582574,Not Applicable,0,Designated,0,Sub-national ministry or agency,Individual landowners,State Department of Natural Resources,Not Reported,State Verified,1848,US-GA,USA,USA,Not Applicable,Not Applicable
Polygon,373224,373224,1,Pine Mountain,Pine Mountain,Wilderness,Wilderness,National,Ib,Not Applicable,0,0,0,81.1547909261617,81.1547938970666,Not Applicable,0,Designated,1972,Federal or national ministry or agency,State,Forest Service,Not Reported,State Verified,1848,US-AZ,USA,USA,Not Applicable,Not Applicable
Polygon,373226,373226,1,Pine Mountain State Park,Pine Mountain State Park,Nature Preserve,Nature Preserve,National,V,Not Applicable,0,0,0,3.96443691096069,3.96443629969959,Not Applicable,0,Designated,1983,Joint governance,State,Joint,Not Reported,State Verified,1848,US-KY,USA,USA,Not Applicable,Not Applicable
Polygon,5555740,5555740,1,Silvio O. Conte National Fish And,Silvio O. Conte National Fish And,Wildlife Refuge,Wildlife Refuge,National,IV,Not Applicable,0,0,0,109.627816321803,109.627763077603,Not Applicable,0,Designated,1997,Federal or national ministry or agency,State,U.S. Fish and Wildlife Service,Not Reported,State Verified,1848,US-VT,USA,USA,Not Applicable,Not Applicable
Polygon,373167,373167,1,Piceance,Piceance,State Wildlife Area,State Wildlife Area,National,V,Not Applicable,0,0,0,1.93002716621927,1.93002891688005,Not Applicable,0,Designated,2007,Sub-national ministry or agency,Individual landowners,State Fish and Wildlife,Not Reported,State Verified,1848,US-CO,USA,USA,Not Applicable,Not Applicable
Polygon,373172,373172,1,Pickerel,Pickerel,State Wildlife Management Area,State Wildlife Management Area,National,V,Not Applicable,0,0,0,1.29900010209716,1.29899062395609,Not Applicable,0,Designated,0,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-MN,USA,USA,Not Applicable,Not Applicable
Polygon,373230,373230,1,Pine Rock,Pine Rock,State Natural Area,State Natural Area,National,V,Not Applicable,0,0,0,0.0422668044317759,0.0422668144986929,Not Applicable,0,Designated,0,Sub-national ministry or agency,State,State Department of Natural Resources,Not Reported,State Verified,1848,US-IL,USA,USA,Not Applicable,Not Applicable
Polygon,373186,373186,1,Pierce,Pierce,National Wildlife Refuge,National Wildlife Refuge,National,IV,Not Applicable,0,0,0.00542974373853239,1.58401790057419,1.58401800496838,Not Applicable,0,Designated,1983,Federal or national ministry or agency,State,U.S. Fish and Wildlife Service,Not Reported,State Verified,1848,US-WA,USA,USA,Not Applicable,Not Applicable
Polygon,373191,373191,1,Pigeon River,Pigeon River,Fish And Wildlife Area,Fish And Wildlife Area,National,V,Not Applicable,0,0,0,46.9617034214559,46.9617156444586,Not Applicable,0,Designated,0,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-IN,USA,USA,Not Applicable,Not Applicable
Polygon,373212,373212,1,L. Harrison,L. Harrison,State Park,State Park,National,III,Not Applicable,0,0,0,2.27194597025017,2.2719588856999,Not Applicable,0,Designated,0,Sub-national ministry or agency,State,State Park and Recreation,Not Reported,State Verified,1848,US-PA,USA,USA,Not Applicable,Not Applicable
Polygon,373233,373233,1,Pine Tree Trail,Pine Tree Trail,Natural Area,Natural Area,National,VI,Not Applicable,0,0,0,1.10454397855608,1.10454138352552,Not Applicable,0,Designated,0,Sub-national ministry or agency,State,State Department of Natural Resources,Not Reported,State Verified,1848,US-PA,USA,USA,Not Applicable,Not Applicable
Polygon,373214,373214,1,Pine Creek Peatland State Scientific and,Pine Creek Peatland State Scientific and,Natural Area,Natural Area,National,V,Not Applicable,0,0,0,3.85397219231129,3.85395436596981,Not Applicable,0,Designated,0,Sub-national ministry or agency,State,State Department of Natural Resources,Not Reported,State Verified,1848,US-MN,USA,USA,Not Applicable,Not Applicable
Polygon,373234,373234,1,Pine Valley Mountain,Pine Valley Mountain,Wilderness,Wilderness,National,Ib,Not Applicable,0,0,0,203.217434888557,203.217468299036,Not Applicable,0,Designated,1984,Federal or national ministry or agency,State,Forest Service,Not Reported,State Verified,1848,US-UT,USA,USA,Not Applicable,Not Applicable
Polygon,373235,373235,1,Pine County V&S 2,Pine County V&S 2,State Wildlife Management Area,State Wildlife Management Area,National,V,Not Applicable,0,0,0,3.59210703291754,3.59210847711338,Not Applicable,0,Designated,0,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-MN,USA,USA,Not Applicable,Not Applicable
Polygon,373338,373338,1,Pogones Marsh,Pogones Marsh,State Wildlife Management Area,State Wildlife Management Area,National,V,Not Applicable,0,0,0,0.45562344377983,0.455622441806121,Not Applicable,0,Designated,0,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-MN,USA,USA,Not Applicable,Not Applicable
Polygon,373339,373339,1,Pogue Creek Designated,Pogue Creek Designated,State Natural Area,State Natural Area,National,V,Not Applicable,0,0,0,14.5998866053002,14.5998905545575,Not Applicable,0,Designated,2006,Sub-national ministry or agency,State,State Department of Conservation,Not Reported,State Verified,1848,US-TN,USA,USA,Not Applicable,Not Applicable
Polygon,373217,373217,1,Pine Glen,Pine Glen,Wildlife Management Area,Wildlife Management Area,National,V,Not Applicable,0,0,0,3.88802880522682,3.88802881668603,Not Applicable,0,Designated,1973,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-NE,USA,USA,Not Applicable,Not Applicable
Polygon,373245,373245,1,Piney River Narrows,Piney River Narrows,Natural Area,Natural Area,National,V,Not Applicable,0,0,0,1.02577022964424,1.0257702300708,Not Applicable,0,Designated,1971,Not Reported,Individual landowners,Unknown,Not Reported,State Verified,1848,US-MO,USA,USA,Not Applicable,Not Applicable
Polygon,373247,373247,1,Pinnacle,Pinnacle,State Natural Area Preserve,State Natural Area Preserve,National,V,Not Applicable,0,0,0,3.59415785762366,3.59416355237173,Not Applicable,0,Designated,1992,Sub-national ministry or agency,Non-profit organisations,"Non-Governmental Organization ; State Department of Conservation ; Other or Unknown Local Government",Not Reported,State Verified,1848,US-VA,USA,USA,Not Applicable,Not Applicable
Polygon,373218,373218,1,Pine Hill,Pine Hill,Ecological Reserve,Ecological Reserve,National,V,Not Applicable,0,0,0,2.69756396848735,2.69756293185576,Not Applicable,0,Designated,1979,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-CA,USA,USA,Not Applicable,Not Applicable
Polygon,373243,373243,1,Piney Falls Designated,Piney Falls Designated,State Natural Area,State Natural Area,National,V,Not Applicable,0,0,0,1.77215689655775,1.77215449597029,Not Applicable,0,Designated,1973,Sub-national ministry or agency,State,State Department of Conservation,Not Reported,State Verified,1848,US-TN,USA,USA,Not Applicable,Not Applicable
Polygon,373252,373252,1,Pintail,Pintail,Wildlife Management Area,Wildlife Management Area,National,V,Not Applicable,0,0,0,1.94646580335527,1.94648617031912,Not Applicable,0,Designated,1978,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-NE,USA,USA,Not Applicable,Not Applicable
Polygon,373253,373253,1,Pinto Valley,Pinto Valley,Wilderness Area,Wilderness Area,National,Ib,Not Applicable,0,0,0,159.217489508596,159.217616443115,Not Applicable,0,Designated,2002,Federal or national ministry or agency,State,National Park Service,Not Reported,State Verified,1848,US-NV,USA,USA,Not Applicable,Not Applicable
Polygon,373254,373254,1,Pinyon Joshua Instan,Pinyon Joshua Instan,Non-suitable,Non-suitable,National,Ib,Not Applicable,0,0,0,2.33275346450297,2.33274918666149,Not Applicable,0,Designated,1992,Federal or national ministry or agency,State,Bureau of Land Management,Not Reported,State Verified,1848,US-NV,USA,USA,Not Applicable,Not Applicable
Polygon,373263,373263,1,Piper Mountain,Piper Mountain,Wilderness Area,Wilderness Area,National,Ib,Not Applicable,0,0,0,304.175472340664,304.175463860703,Not Applicable,0,Designated,1994,Federal or national ministry or agency,State,Bureau of Land Management,Not Reported,State Verified,1848,US-CA,USA,USA,Not Applicable,Not Applicable
Polygon,5555746,5555746,1,Edwin B. Forsythe National Wildlife Refuge,Edwin B. Forsythe National Wildlife Refuge,Marine Protected Area,Marine Protected Area,National,IV,Not Applicable,0,0,6.53352918886422,175.597834270507,175.597810723702,Part,0,Designated,1939,Federal or national ministry or agency,State,"U.S. Fish and Wildlife Service ; City Land ; County Land ; Non-Governmental Organization ; Private",Site-Specific Management Plan,State Verified,1848,US-NJ,USA,USA,Not Applicable,Not Applicable
Polygon,5555752,5555752,1,Great Bay National Wildlife Refuge,Great Bay National Wildlife Refuge,Marine Protected Area,Marine Protected Area,National,IV,Not Applicable,0,0,0,4.66666006229705,4.66665982316724,None,0,Designated,1992,Federal or national ministry or agency,State,U.S. Fish and Wildlife Service,Site-Specific Management Plan,State Verified,1848,US-NH,USA,USA,Not Applicable,Not Applicable
Polygon,373281,373281,1,Placentia Island,Placentia Island,Preserve,Preserve,National,V,Not Applicable,0,0,0.00658506222462322,2.23971973859814,2.2397197475285,Not Applicable,0,Designated,1981,Non-profit organisations,Non-profit organisations,Non-Governmental Organization,Not Reported,State Verified,1848,US-ME,USA,USA,Not Applicable,Not Applicable
Polygon,373285,373285,1,Plantation,Plantation,State Wildlife Management Area,State Wildlife Management Area,National,V,Not Applicable,0,0,0,0.28054874527209,0.280551949563258,Not Applicable,0,Designated,0,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-MN,USA,USA,Not Applicable,Not Applicable
Polygon,373290,373290,1,Platte,Platte,Wildlife Management Area,Wildlife Management Area,National,V,Not Applicable,0,0,0,1.22215700670468,1.22215701616734,Not Applicable,0,Designated,1980,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-NE,USA,USA,Not Applicable,Not Applicable
Polygon,373291,373291,1,Platte River,Platte River,Wilderness,Wilderness,National,Ib,Not Applicable,0,0,0,94.2915644815524,94.2916044084894,Not Applicable,0,Designated,1984,Federal or national ministry or agency,State,Forest Service,Not Reported,State Verified,1848,"US-CO ; US-WY",USA,USA,Not Applicable,Not Applicable
Polygon,373294,373294,1,Platyrchnchos,Platyrchnchos,State Wildlife Management Area,State Wildlife Management Area,National,V,Not Applicable,0,0,0,0.344586167594625,0.344590384195378,Not Applicable,0,Designated,0,Sub-national ministry or agency,State,State Fish and Wildlife,Not Reported,State Verified,1848,US-MN,USA,USA,Not Applicable,Not Applicable
